2023-02-21 17:00:58,607 INFO    StreamThr :11350 [internal.py:wandb_internal():90] W&B internal server running at pid: 11350, started at: 2023-02-21 17:00:58.607292
2023-02-21 17:00:58,609 DEBUG   HandlerThread:11350 [handler.py:handle_request():144] handle_request: status
2023-02-21 17:00:58,610 INFO    WriterThread:11350 [datastore.py:open_for_write():85] open: /home/andrea/PycharmProjects/data_exfiltration_tabular/wandb/run-20230221_170058-jw8y0yto/run-jw8y0yto.wandb
2023-02-21 17:00:58,612 DEBUG   SenderThread:11350 [sender.py:send():336] send: header
2023-02-21 17:00:58,625 DEBUG   SenderThread:11350 [sender.py:send():336] send: run
2023-02-21 17:00:59,353 INFO    SenderThread:11350 [dir_watcher.py:__init__():216] watching files in: /home/andrea/PycharmProjects/data_exfiltration_tabular/wandb/run-20230221_170058-jw8y0yto/files
2023-02-21 17:00:59,354 INFO    SenderThread:11350 [sender.py:_start_run_threads():1070] run started: jw8y0yto with start time 1676995258.60656
2023-02-21 17:00:59,354 DEBUG   SenderThread:11350 [sender.py:send_request():363] send_request: summary_record
2023-02-21 17:00:59,355 INFO    SenderThread:11350 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-21 17:00:59,358 DEBUG   HandlerThread:11350 [handler.py:handle_request():144] handle_request: check_version
2023-02-21 17:00:59,358 DEBUG   SenderThread:11350 [sender.py:send_request():363] send_request: check_version
2023-02-21 17:00:59,520 DEBUG   HandlerThread:11350 [handler.py:handle_request():144] handle_request: run_start
2023-02-21 17:00:59,525 DEBUG   HandlerThread:11350 [system_info.py:__init__():31] System info init
2023-02-21 17:00:59,525 DEBUG   HandlerThread:11350 [system_info.py:__init__():46] System info init done
2023-02-21 17:00:59,525 INFO    HandlerThread:11350 [system_monitor.py:start():151] Starting system monitor
2023-02-21 17:00:59,525 INFO    SystemMonitor:11350 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-21 17:00:59,526 INFO    HandlerThread:11350 [system_monitor.py:probe():172] Collecting system info
2023-02-21 17:00:59,528 INFO    SystemMonitor:11350 [interfaces.py:start():168] Started cpu
2023-02-21 17:00:59,529 INFO    SystemMonitor:11350 [interfaces.py:start():168] Started disk
2023-02-21 17:00:59,530 INFO    SystemMonitor:11350 [interfaces.py:start():168] Started memory
2023-02-21 17:00:59,532 INFO    SystemMonitor:11350 [interfaces.py:start():168] Started network
2023-02-21 17:00:59,563 DEBUG   HandlerThread:11350 [system_info.py:probe():195] Probing system
2023-02-21 17:00:59,565 DEBUG   HandlerThread:11350 [system_info.py:_probe_git():180] Probing git
2023-02-21 17:00:59,593 DEBUG   HandlerThread:11350 [system_info.py:_probe_git():188] Probing git done
2023-02-21 17:00:59,594 DEBUG   HandlerThread:11350 [system_info.py:probe():241] Probing system done
2023-02-21 17:00:59,594 DEBUG   HandlerThread:11350 [system_monitor.py:probe():181] {'os': 'Linux-5.4.0-139-generic-x86_64-with-Ubuntu-18.04-bionic', 'python': '3.6.9', 'heartbeatAt': '2023-02-21T16:00:59.563721', 'startedAt': '2023-02-21T16:00:58.595076', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/andrea/PycharmProjects/data_exfiltration_tabular/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/andreasiposova/DEA_thesis', 'commit': '0e800c3b3add0231cff3d28f88c02e3f68167586'}, 'email': 'siposova.andrea@gmail.com', 'root': '/home/andrea/PycharmProjects/data_exfiltration_tabular', 'host': 'NBATVIE191', 'username': 'andrea', 'executable': '/home/andrea/PycharmProjects/data_exfiltration_tabular_venv/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1300.1084999999998, 'min': 400.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 1300.158, 'min': 400.0, 'max': 3400.0}, {'current': 1300.103, 'min': 400.0, 'max': 3400.0}, {'current': 1300.118, 'min': 400.0, 'max': 3400.0}, {'current': 1300.101, 'min': 400.0, 'max': 3400.0}, {'current': 1300.105, 'min': 400.0, 'max': 3400.0}, {'current': 1300.079, 'min': 400.0, 'max': 3400.0}, {'current': 1300.187, 'min': 400.0, 'max': 3400.0}, {'current': 1300.017, 'min': 400.0, 'max': 3400.0}], 'disk': {'total': 231.4857521057129, 'used': 187.66041564941406}, 'memory': {'total': 7.618877410888672}}
2023-02-21 17:00:59,595 INFO    HandlerThread:11350 [system_monitor.py:probe():182] Finished collecting system info
2023-02-21 17:00:59,595 INFO    HandlerThread:11350 [system_monitor.py:probe():185] Publishing system info
2023-02-21 17:00:59,595 DEBUG   HandlerThread:11350 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-02-21 17:00:59,596 DEBUG   HandlerThread:11350 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-21 17:00:59,597 INFO    HandlerThread:11350 [system_monitor.py:probe():187] Finished publishing system info
2023-02-21 17:00:59,610 DEBUG   SenderThread:11350 [sender.py:send():336] send: files
2023-02-21 17:00:59,612 INFO    SenderThread:11350 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-21 17:00:59,629 DEBUG   HandlerThread:11350 [handler.py:handle_request():144] handle_request: stop_status
2023-02-21 17:00:59,630 DEBUG   SenderThread:11350 [sender.py:send_request():363] send_request: stop_status
2023-02-21 17:00:59,953 DEBUG   SenderThread:11350 [sender.py:send():336] send: telemetry
2023-02-21 17:01:00,354 INFO    Thread-13 :11350 [dir_watcher.py:_on_file_created():275] file/dir created: /home/andrea/PycharmProjects/data_exfiltration_tabular/wandb/run-20230221_170058-jw8y0yto/files/requirements.txt
2023-02-21 17:01:00,354 INFO    Thread-13 :11350 [dir_watcher.py:_on_file_created():275] file/dir created: /home/andrea/PycharmProjects/data_exfiltration_tabular/wandb/run-20230221_170058-jw8y0yto/files/wandb-metadata.json
2023-02-21 17:01:00,355 INFO    Thread-13 :11350 [dir_watcher.py:_on_file_created():275] file/dir created: /home/andrea/PycharmProjects/data_exfiltration_tabular/wandb/run-20230221_170058-jw8y0yto/files/wandb-summary.json
2023-02-21 17:01:00,432 INFO    wandb-upload_0:11350 [upload_job.py:push():138] Uploaded file /tmp/tmpwom15r8ywandb/z27bpzb8-wandb-metadata.json
